dteday,season,yr,mnth,hr,holiday,weekday,workingday,buyer_type,Product_Type,buyers,Location
25/2/2021,1,0,2,21,0,5,1,Member,A,255,Location 5
25/2/2021,1,0,2,22,0,5,1,Non-Member,D,72,Location 5
25/2/2021,1,0,2,23,0,5,1,Member,F,236,Location 2
26/2/2021,1,0,2,0,0,6,0,Member,F,180,Location 5
26/2/2021,1,0,2,1,0,6,0,Non-Member,C,149,Location 4
26/2/2021,1,0,2,2,0,6,0,Non-Member,F,84,Location 3
26/2/2021,1,0,2,3,0,6,0,Member,F,151,Location 5
26/2/2021,1,0,2,4,0,6,0,Non-Member,B,223,Location 1
26/2/2021,1,0,2,5,0,6,0,Member,E,137,Location 1
26/2/2021,1,0,2,6,0,6,0,Non-Member,C,141,Location 2
26/2/2021,1,0,2,7,0,6,0,Non-Member,A,96,Location 3
26/2/2021,1,0,2,8,0,6,0,Non-Member,B,52,Location 1
26/2/2021,1,0,2,9,0,6,0,Non-Member,E,300,Location 4
26/2/2021,1,0,2,10,0,6,0,Non-Member,C,219,Location 4
26/2/2021,1,0,2,11,0,6,0,Member,B,134,Location 3
26/2/2021,1,0,2,12,0,6,0,Member,B,183,Location 1
26/2/2021,1,0,2,13,0,6,0,Member,E,98,Location 5
26/2/2021,1,0,2,14,0,6,0,Non-Member,B,245,Location 5
26/2/2021,1,0,2,15,0,6,0,Member,D,29,Location 1
26/2/2021,1,0,2,16,0,6,0,Member,D,292,Location 4
26/2/2021,1,0,2,17,0,6,0,Non-Member,C,221,Location 1
26/2/2021,1,0,2,18,0,6,0,Member,D,58,Location 5
26/2/2021,1,0,2,19,0,6,0,Member,B,174,Location 4
26/2/2021,1,0,2,20,0,6,0,Member,D,300,Location 1
26/2/2021,1,0,2,21,0,6,0,Member,F,90,Location 3
26/2/2021,1,0,2,22,0,6,0,Non-Member,A,24,Location 2
26/2/2021,1,0,2,23,0,6,0,Non-Member,A,16,Location 3
27/2/2021,1,0,2,0,0,0,0,Non-Member,E,52,Location 3
27/2/2021,1,0,2,1,0,0,0,Member,D,12,Location 1
27/2/2021,1,0,2,2,0,0,0,Member,B,102,Location 2
27/2/2021,1,0,2,3,0,0,0,Non-Member,E,70,Location 3
27/2/2021,1,0,2,4,0,0,0,Non-Member,F,29,Location 1
27/2/2021,1,0,2,6,0,0,0,Member,D,36,Location 1
27/2/2021,1,0,2,7,0,0,0,Member,F,22,Location 1
27/2/2021,1,0,2,8,0,0,0,Member,E,29,Location 3
27/2/2021,1,0,2,9,0,0,0,Member,B,9,Location 1
27/2/2021,1,0,2,10,0,0,0,Non-Member,F,20,Location 2
27/2/2021,1,0,2,11,0,0,0,Member,F,43,Location 2
27/2/2021,1,0,2,12,0,0,0,Member,F,129,Location 3
27/2/2021,1,0,2,13,0,0,0,Member,C,5,Location 4
27/2/2021,1,0,2,14,0,0,0,Member,C,35,Location 5
27/2/2021,1,0,2,15,0,0,0,Member,D,75,Location 1
27/2/2021,1,0,2,16,0,0,0,Non-Member,D,77,Location 5
27/2/2021,1,0,2,17,0,0,0,Non-Member,D,40,Location 1
27/2/2021,1,0,2,18,0,0,0,Member,F,122,Location 1
27/2/2021,1,0,2,19,0,0,0,Non-Member,C,118,Location 2
27/2/2021,1,0,2,20,0,0,0,Member,F,27,Location 2
27/2/2021,1,0,2,21,0,0,0,Member,A,125,Location 5
27/2/2021,1,0,2,22,0,0,0,Non-Member,D,111,Location 3
27/2/2021,1,0,2,23,0,0,0,Member,C,20,Location 3
28/2/2021,1,0,2,0,0,1,1,Non-Member,A,47,Location 2
28/2/2021,1,0,2,1,0,1,1,Member,C,35,Location 4
28/2/2021,1,0,2,3,0,1,1,Member,C,60,Location 5
28/2/2021,1,0,2,5,0,1,1,Member,A,50,Location 3
28/2/2021,1,0,2,6,0,1,1,Member,D,4,Location 3
28/2/2021,1,0,2,7,0,1,1,Member,D,73,Location 4
28/2/2021,1,0,2,8,0,1,1,Member,D,86,Location 2
28/2/2021,1,0,2,9,0,1,1,Member,E,98,Location 4
28/2/2021,1,0,2,10,0,1,1,Non-Member,C,190,Location 3
28/2/2021,1,0,2,11,0,1,1,Member,F,238,Location 3
28/2/2021,1,0,2,12,0,1,1,Member,D,161,Location 5
28/2/2021,1,0,2,13,0,1,1,Member,F,36,Location 5
28/2/2021,1,0,2,14,0,1,1,Member,C,339,Location 1
28/2/2021,1,0,2,15,0,1,1,Member,F,99,Location 2
28/2/2021,1,0,2,16,0,1,1,Member,C,15,Location 4
28/2/2021,1,0,2,17,0,1,1,Member,F,69,Location 3
28/2/2021,1,0,2,18,0,1,1,Non-Member,F,28,Location 1
28/2/2021,1,0,2,19,0,1,1,Non-Member,E,65,Location 4
28/2/2021,1,0,2,20,0,1,1,Non-Member,A,149,Location 2
28/2/2021,1,0,2,21,0,1,1,Member,F,153,Location 5
28/2/2021,1,0,2,22,0,1,1,Member,D,93,Location 2
28/2/2021,1,0,2,23,0,1,1,Non-Member,F,4,Location 4
1/3/2021,1,0,3,0,0,2,1,Non-Member,E,285,Location 1
1/3/2021,1,0,3,1,0,2,1,Member,B,90,Location 2
1/3/2021,1,0,3,2,0,2,1,Non-Member,D,47,Location 2
1/3/2021,1,0,3,3,0,2,1,Non-Member,A,26,Location 4
1/3/2021,1,0,3,4,0,2,1,Non-Member,F,53,Location 5
1/3/2021,1,0,3,5,0,2,1,Non-Member,C,148,Location 5
1/3/2021,1,0,3,6,0,2,1,Non-Member,F,166,Location 5
1/3/2021,1,0,3,7,0,2,1,Non-Member,C,7,Location 5
1/3/2021,1,0,3,8,0,2,1,Non-Member,E,136,Location 2
1/3/2021,1,0,3,9,0,2,1,Non-Member,B,139,Location 1
1/3/2021,1,0,3,10,0,2,1,Member,D,68,Location 5
1/3/2021,1,0,3,11,0,2,1,Member,E,154,Location 5
1/3/2021,1,0,3,12,0,2,1,Member,F,70,Location 4
1/3/2021,1,0,3,13,0,2,1,Member,E,80,Location 3
1/3/2021,1,0,3,14,0,2,1,Member,A,45,Location 4
1/3/2021,1,0,3,15,0,2,1,Member,B,23,Location 4
1/3/2021,1,0,3,16,0,2,1,Member,F,125,Location 5
1/3/2021,1,0,3,17,0,2,1,Member,D,108,Location 1
1/3/2021,1,0,3,18,0,2,1,Member,C,197,Location 5
1/3/2021,1,0,3,19,0,2,1,Member,D,48,Location 4
1/3/2021,1,0,3,20,0,2,1,Member,D,363,Location 1
1/3/2021,1,0,3,21,0,2,1,Member,F,25,Location 5
1/3/2021,1,0,3,22,0,2,1,Member,C,64,Location 1
1/3/2021,1,0,3,23,0,2,1,Member,F,247,Location 3
2/3/2021,1,0,3,0,0,3,1,Member,D,170,Location 3
2/3/2021,1,0,3,1,0,3,1,Member,A,151,Location 2
2/3/2021,1,0,3,2,0,3,1,Member,B,70,Location 4
2/3/2021,1,0,3,3,0,3,1,Member,F,310,Location 1
2/3/2021,1,0,3,4,0,3,1,Member,B,171,Location 2
2/3/2021,1,0,3,5,0,3,1,Non-Member,D,172,Location 5
2/3/2021,1,0,3,6,0,3,1,Non-Member,C,233,Location 1
2/3/2021,1,0,3,7,0,3,1,Member,E,24,Location 1
2/3/2021,1,0,3,8,0,3,1,Non-Member,B,98,Location 4
2/3/2021,1,0,3,9,0,3,1,Non-Member,D,188,Location 1
2/3/2021,1,0,3,10,0,3,1,Member,F,165,Location 2
2/3/2021,1,0,3,11,0,3,1,Member,D,155,Location 1
2/3/2021,1,0,3,12,0,3,1,Member,C,8,Location 4
2/3/2021,1,0,3,13,0,3,1,Non-Member,C,162,Location 2
2/3/2021,1,0,3,14,0,3,1,Non-Member,A,128,Location 2
2/3/2021,1,0,3,15,0,3,1,Member,A,85,Location 5
2/3/2021,1,0,3,16,0,3,1,Member,F,132,Location 5
2/3/2021,1,0,3,17,0,3,1,Member,D,152,Location 5
2/3/2021,1,0,3,18,0,3,1,Member,F,234,Location 3
2/3/2021,1,0,3,19,0,3,1,Non-Member,C,61,Location 1
2/3/2021,1,0,3,20,0,3,1,Member,C,28,Location 1
2/3/2021,1,0,3,21,0,3,1,Member,F,71,Location 5
2/3/2021,1,0,3,22,0,3,1,Member,D,120,Location 5
2/3/2021,1,0,3,23,0,3,1,Member,A,87,Location 4
3/3/2021,1,0,3,0,0,4,1,Member,F,130,Location 2
3/3/2021,1,0,3,1,0,4,1,Member,C,32,Location 1
3/3/2021,1,0,3,2,0,4,1,Member,F,80,Location 5
3/3/2021,1,0,3,3,0,4,1,Member,B,81,Location 4
3/3/2021,1,0,3,4,0,4,1,Non-Member,F,22,Location 5
3/3/2021,1,0,3,5,0,4,1,Member,E,67,Location 4
3/3/2021,1,0,3,6,0,4,1,Non-Member,E,138,Location 1
3/3/2021,1,0,3,7,0,4,1,Member,D,62,Location 2
3/3/2021,1,0,3,8,0,4,1,Member,F,124,Location 3
3/3/2021,1,0,3,9,0,4,1,Non-Member,D,26,Location 3
3/3/2021,1,0,3,10,0,4,1,Member,C,261,Location 3
3/3/2021,1,0,3,11,0,4,1,Non-Member,C,9,Location 4
3/3/2021,1,0,3,12,0,4,1,Non-Member,D,192,Location 3
3/3/2021,1,0,3,13,0,4,1,Non-Member,D,58,Location 4
3/3/2021,1,0,3,14,0,4,1,Member,F,84,Location 3
3/3/2021,1,0,3,15,0,4,1,Non-Member,E,56,Location 4
3/3/2021,1,0,3,16,0,4,1,Non-Member,E,220,Location 4
3/3/2021,1,0,3,17,0,4,1,Member,C,100,Location 4
3/3/2021,1,0,3,18,0,4,1,Member,D,247,Location 2
3/3/2021,1,0,3,19,0,4,1,Member,D,218,Location 3
3/3/2021,1,0,3,20,0,4,1,Member,D,57,Location 1
3/3/2021,1,0,3,21,0,4,1,Member,D,33,Location 4
3/3/2021,1,0,3,22,0,4,1,Member,F,18,Location 3
3/3/2021,1,0,3,23,0,4,1,Non-Member,D,143,Location 1
4/3/2021,1,0,3,0,0,5,1,Member,B,179,Location 2
4/3/2021,1,0,3,1,0,5,1,Member,C,235,Location 4
4/3/2021,1,0,3,2,0,5,1,Non-Member,C,44,Location 2
4/3/2021,1,0,3,3,0,5,1,Member,E,268,Location 2
4/3/2021,1,0,3,4,0,5,1,Member,A,181,Location 3
4/3/2021,1,0,3,5,0,5,1,Member,C,212,Location 1
4/3/2021,1,0,3,6,0,5,1,Non-Member,D,80,Location 1
4/3/2021,1,0,3,7,0,5,1,Member,D,11,Location 4
4/3/2021,1,0,3,8,0,5,1,Non-Member,D,66,Location 4
4/3/2021,1,0,3,9,0,5,1,Member,A,121,Location 3
4/3/2021,1,0,3,10,0,5,1,Member,F,40,Location 3
4/3/2021,1,0,3,11,0,5,1,Non-Member,F,157,Location 2
4/3/2021,1,0,3,12,0,5,1,Member,C,20,Location 4
4/3/2021,1,0,3,13,0,5,1,Member,C,14,Location 4
4/3/2021,1,0,3,14,0,5,1,Non-Member,F,182,Location 1
4/3/2021,1,0,3,15,0,5,1,Member,D,55,Location 5
4/3/2021,1,0,3,16,0,5,1,Member,F,33,Location 3
4/3/2021,1,0,3,17,0,5,1,Member,D,126,Location 3
4/3/2021,1,0,3,18,0,5,1,Member,D,60,Location 4
4/3/2021,1,0,3,19,0,5,1,Non-Member,D,127,Location 3
4/3/2021,1,0,3,20,0,5,1,Non-Member,D,20,Location 5
4/3/2021,1,0,3,21,0,5,1,Non-Member,F,171,Location 3
4/3/2021,1,0,3,22,0,5,1,Member,A,274,Location 5
4/3/2021,1,0,3,23,0,5,1,Non-Member,D,67,Location 1
5/3/2021,1,0,3,0,0,6,0,Member,A,261,Location 3
5/3/2021,1,0,3,1,0,6,0,Member,B,106,Location 3
5/3/2021,1,0,3,2,0,6,0,Member,B,286,Location 3
5/3/2021,1,0,3,3,0,6,0,Non-Member,F,203,Location 3
5/3/2021,1,0,3,4,0,6,0,Non-Member,F,45,Location 1
5/3/2021,1,0,3,5,0,6,0,Member,D,34,Location 5
5/3/2021,1,0,3,6,0,6,0,Member,D,8,Location 5
5/3/2021,1,0,3,7,0,6,0,Member,F,182,Location 5
5/3/2021,1,0,3,8,0,6,0,Non-Member,C,95,Location 3
5/3/2021,1,0,3,9,0,6,0,Non-Member,F,206,Location 3
5/3/2021,1,0,3,10,0,6,0,Member,B,25,Location 3
5/3/2021,1,0,3,11,0,6,0,Non-Member,C,270,Location 2
5/3/2021,1,0,3,12,0,6,0,Member,D,16,Location 1
5/3/2021,1,0,3,13,0,6,0,Member,F,263,Location 3
5/3/2021,1,0,3,14,0,6,0,Member,F,240,Location 5
5/3/2021,1,0,3,15,0,6,0,Non-Member,F,168,Location 4
5/3/2021,1,0,3,16,0,6,0,Non-Member,B,38,Location 4
5/3/2021,1,0,3,17,0,6,0,Non-Member,D,61,Location 3
5/3/2021,1,0,3,18,0,6,0,Member,E,273,Location 2
5/3/2021,1,0,3,19,0,6,0,Member,C,122,Location 5
5/3/2021,1,0,3,20,0,6,0,Member,D,91,Location 4
5/3/2021,1,0,3,21,0,6,0,Non-Member,F,248,Location 5
5/3/2021,1,0,3,22,0,6,0,Member,C,256,Location 1
5/3/2021,1,0,3,23,0,6,0,Member,A,7,Location 1
6/3/2021,1,0,3,0,0,0,0,Member,C,38,Location 5
6/3/2021,1,0,3,1,0,0,0,Member,F,63,Location 1
6/3/2021,1,0,3,2,0,0,0,Member,F,4,Location 1
6/3/2021,1,0,3,3,0,0,0,Member,C,76,Location 4
6/3/2021,1,0,3,4,0,0,0,Member,F,6,Location 4
6/3/2021,1,0,3,6,0,0,0,Member,C,43,Location 2
6/3/2021,1,0,3,7,0,0,0,Member,B,13,Location 5
6/3/2021,1,0,3,8,0,0,0,Member,F,8,Location 4
6/3/2021,1,0,3,9,0,0,0,Member,B,125,Location 3
6/3/2021,1,0,3,10,0,0,0,Non-Member,C,101,Location 4
6/3/2021,1,0,3,11,0,0,0,Member,D,108,Location 4
6/3/2021,1,0,3,12,0,0,0,Member,C,55,Location 1
6/3/2021,1,0,3,13,0,0,0,Member,B,49,Location 2
6/3/2021,1,0,3,14,0,0,0,Member,D,14,Location 1
6/3/2021,1,0,3,15,0,0,0,Member,D,89,Location 4
6/3/2021,1,0,3,16,0,0,0,Member,C,88,Location 2
6/3/2021,1,0,3,17,0,0,0,Non-Member,A,128,Location 5
6/3/2021,1,0,3,18,0,0,0,Member,E,78,Location 3
6/3/2021,1,0,3,19,0,0,0,Member,F,99,Location 4
6/3/2021,1,0,3,20,0,0,0,Member,B,65,Location 1
6/3/2021,1,0,3,21,0,0,0,Non-Member,D,95,Location 1
6/3/2021,1,0,3,22,0,0,0,Member,C,30,Location 5
6/3/2021,1,0,3,23,0,0,0,Non-Member,D,113,Location 5
7/3/2021,1,0,3,0,0,1,1,Non-Member,D,164,Location 5
7/3/2021,1,0,3,1,0,1,1,Member,E,42,Location 5
7/3/2021,1,0,3,3,0,1,1,Member,D,62,Location 5
7/3/2021,1,0,3,4,0,1,1,Non-Member,D,221,Location 3
7/3/2021,1,0,3,5,0,1,1,Non-Member,F,68,Location 4
7/3/2021,1,0,3,6,0,1,1,Member,C,28,Location 2
7/3/2021,1,0,3,7,0,1,1,Member,C,57,Location 2
7/3/2021,1,0,3,8,0,1,1,Non-Member,C,98,Location 3
7/3/2021,1,0,3,9,0,1,1,Member,F,194,Location 5
7/3/2021,1,0,3,10,0,1,1,Member,D,117,Location 2
7/3/2021,1,0,3,11,0,1,1,Member,A,165,Location 3
7/3/2021,1,0,3,12,0,1,1,Member,F,174,Location 5
7/3/2021,1,0,3,13,0,1,1,Non-Member,F,245,Location 1
7/3/2021,1,0,3,14,0,1,1,Member,F,54,Location 4
7/3/2021,1,0,3,15,0,1,1,Non-Member,A,113,Location 2
7/3/2021,1,0,3,16,0,1,1,Member,F,310,Location 1
7/3/2021,1,0,3,17,0,1,1,Non-Member,F,104,Location 2
7/3/2021,1,0,3,18,0,1,1,Non-Member,B,125,Location 3
7/3/2021,1,0,3,19,0,1,1,Member,B,80,Location 4
7/3/2021,1,0,3,20,0,1,1,Non-Member,B,15,Location 5
7/3/2021,1,0,3,21,0,1,1,Member,A,160,Location 2
7/3/2021,1,0,3,22,0,1,1,Member,F,30,Location 5
7/3/2021,1,0,3,23,0,1,1,Non-Member,F,53,Location 2
8/3/2021,1,0,3,0,0,2,1,Non-Member,D,206,Location 1
8/3/2021,1,0,3,1,0,2,1,Member,D,7,Location 3
8/3/2021,1,0,3,2,0,2,1,Non-Member,A,4,Location 2
8/3/2021,1,0,3,3,0,2,1,Member,D,39,Location 5
8/3/2021,1,0,3,4,0,2,1,Member,F,332,Location 1
8/3/2021,1,0,3,5,0,2,1,Non-Member,C,26,Location 2
8/3/2021,1,0,3,6,0,2,1,Non-Member,F,42,Location 4
8/3/2021,1,0,3,7,0,2,1,Member,F,5,Location 4
8/3/2021,1,0,3,8,0,2,1,Member,F,47,Location 2
8/3/2021,1,0,3,9,0,2,1,Member,C,335,Location 1
8/3/2021,1,0,3,10,0,2,1,Member,A,98,Location 4
8/3/2021,1,0,3,11,0,2,1,Member,C,200,Location 3
8/3/2021,1,0,3,12,0,2,1,Member,F,175,Location 1
8/3/2021,1,0,3,13,0,2,1,Member,D,157,Location 2
8/3/2021,1,0,3,14,0,2,1,Member,B,17,Location 1
8/3/2021,1,0,3,15,0,2,1,Member,B,81,Location 4
8/3/2021,1,0,3,16,0,2,1,Member,C,39,Location 2
8/3/2021,1,0,3,17,0,2,1,Member,C,17,Location 2
8/3/2021,1,0,3,18,0,2,1,Member,D,130,Location 3
8/3/2021,1,0,3,19,0,2,1,Member,D,106,Location 3
8/3/2021,1,0,3,20,0,2,1,Member,E,70,Location 1
8/3/2021,1,0,3,21,0,2,1,Member,D,142,Location 1
8/3/2021,1,0,3,22,0,2,1,Member,E,61,Location 2
8/3/2021,1,0,3,23,0,2,1,Non-Member,F,81,Location 4
9/3/2021,1,0,3,0,0,3,1,Member,C,152,Location 5
9/3/2021,1,0,3,1,0,3,1,Member,D,22,Location 4
9/3/2021,1,0,3,2,0,3,1,Non-Member,F,370,Location 1
9/3/2021,1,0,3,3,0,3,1,Member,C,64,Location 4
9/3/2021,1,0,3,4,0,3,1,Member,F,182,Location 1
9/3/2021,1,0,3,5,0,3,1,Non-Member,E,331,Location 1
9/3/2021,1,0,3,6,0,3,1,Member,B,119,Location 2
9/3/2021,1,0,3,7,0,3,1,Non-Member,A,10,Location 2
9/3/2021,1,0,3,8,0,3,1,Member,D,371,Location 1
9/3/2021,1,0,3,9,0,3,1,Non-Member,C,122,Location 5
9/3/2021,1,0,3,10,0,3,1,Member,F,67,Location 3
9/3/2021,1,0,3,11,0,3,1,Non-Member,D,70,Location 4
9/3/2021,1,0,3,12,0,3,1,Non-Member,A,91,Location 2
9/3/2021,1,0,3,13,0,3,1,Member,E,45,Location 4
9/3/2021,1,0,3,14,0,3,1,Member,F,41,Location 2
9/3/2021,1,0,3,15,0,3,1,Member,E,54,Location 1
9/3/2021,1,0,3,16,0,3,1,Member,E,255,Location 1
9/3/2021,1,0,3,17,0,3,1,Member,C,88,Location 3
9/3/2021,1,0,3,18,0,3,1,Non-Member,D,207,Location 1
9/3/2021,1,0,3,19,0,3,1,Member,F,36,Location 1
9/3/2021,1,0,3,20,0,3,1,Non-Member,C,51,Location 5
9/3/2021,1,0,3,21,0,3,1,Member,C,89,Location 2
9/3/2021,1,0,3,22,0,3,1,Member,C,166,Location 1
9/3/2021,1,0,3,23,0,3,1,Non-Member,F,42,Location 5
10/3/2021,1,0,3,0,0,4,1,Member,E,196,Location 1
10/3/2021,1,0,3,1,0,4,1,Non-Member,E,248,Location 5
10/3/2021,1,0,3,2,0,4,1,Non-Member,E,167,Location 5
10/3/2021,1,0,3,5,0,4,1,Non-Member,C,185,Location 3
10/3/2021,1,0,3,6,0,4,1,Non-Member,D,139,Location 5
10/3/2021,1,0,3,7,0,4,1,Member,E,231,Location 2
10/3/2021,1,0,3,8,0,4,1,Member,E,236,Location 3
10/3/2021,1,0,3,9,0,4,1,Member,D,181,Location 5
10/3/2021,1,0,3,10,0,4,1,Member,E,234,Location 2
10/3/2021,1,0,3,11,0,4,1,Member,F,222,Location 2
10/3/2021,1,0,3,12,0,4,1,Non-Member,F,154,Location 3
10/3/2021,1,0,3,13,0,4,1,Non-Member,F,216,Location 1
10/3/2021,1,0,3,14,0,4,1,Member,C,113,Location 1
10/3/2021,1,0,3,15,0,4,1,Non-Member,F,255,Location 4
10/3/2021,1,0,3,16,0,4,1,Non-Member,F,218,Location 2
10/3/2021,1,0,3,17,0,4,1,Non-Member,C,134,Location 4
10/3/2021,1,0,3,18,0,4,1,Member,C,108,Location 3
10/3/2021,1,0,3,19,0,4,1,Non-Member,E,42,Location 5
10/3/2021,1,0,3,20,0,4,1,Member,A,78,Location 1
10/3/2021,1,0,3,21,0,4,1,Member,F,81,Location 2
10/3/2021,1,0,3,22,0,4,1,Member,C,12,Location 5
10/3/2021,1,0,3,23,0,4,1,Member,D,128,Location 4
11/3/2021,1,0,3,0,0,5,1,Member,A,226,Location 4
11/3/2021,1,0,3,1,0,5,1,Member,B,256,Location 3
11/3/2021,1,0,3,2,0,5,1,Non-Member,E,20,Location 1
11/3/2021,1,0,3,3,0,5,1,Non-Member,A,72,Location 3
11/3/2021,1,0,3,5,0,5,1,Member,F,159,Location 1
11/3/2021,1,0,3,6,0,5,1,Non-Member,F,3,Location 2
11/3/2021,1,0,3,7,0,5,1,Non-Member,F,85,Location 3
11/3/2021,1,0,3,8,0,5,1,Non-Member,C,50,Location 4
11/3/2021,1,0,3,9,0,5,1,Non-Member,F,185,Location 3
11/3/2021,1,0,3,10,0,5,1,Member,D,158,Location 3
11/3/2021,1,0,3,11,0,5,1,Member,D,209,Location 4
11/3/2021,1,0,3,12,0,5,1,Member,C,116,Location 3
11/3/2021,1,0,3,13,0,5,1,Non-Member,E,32,Location 1
11/3/2021,1,0,3,14,0,5,1,Non-Member,B,177,Location 1
11/3/2021,1,0,3,15,0,5,1,Member,E,59,Location 5
11/3/2021,1,0,3,16,0,5,1,Member,D,244,Location 4
11/3/2021,1,0,3,17,0,5,1,Non-Member,C,145,Location 3
11/3/2021,1,0,3,18,0,5,1,Member,F,259,Location 1
11/3/2021,1,0,3,19,0,5,1,Member,D,70,Location 4
11/3/2021,1,0,3,20,0,5,1,Non-Member,A,185,Location 5
11/3/2021,1,0,3,21,0,5,1,Member,F,37,Location 3
11/3/2021,1,0,3,22,0,5,1,Member,F,76,Location 1
11/3/2021,1,0,3,23,0,5,1,Non-Member,C,138,Location 1
12/3/2021,1,0,3,0,0,6,0,Member,E,168,Location 1
12/3/2021,1,0,3,1,0,6,0,Non-Member,D,239,Location 4
12/3/2021,1,0,3,2,0,6,0,Non-Member,F,73,Location 5
12/3/2021,1,0,3,3,0,6,0,Member,F,71,Location 4
12/3/2021,1,0,3,4,0,6,0,Member,F,240,Location 3
12/3/2021,1,0,3,5,0,6,0,Member,C,98,Location 3
12/3/2021,1,0,3,6,0,6,0,Member,F,280,Location 3
12/3/2021,1,0,3,7,0,6,0,Member,F,105,Location 2
12/3/2021,1,0,3,8,0,6,0,Member,C,115,Location 1
12/3/2021,1,0,3,9,0,6,0,Member,A,232,Location 2
12/3/2021,1,0,3,10,0,6,0,Non-Member,B,246,Location 4
12/3/2021,1,0,3,11,0,6,0,Member,A,264,Location 1
12/3/2021,1,0,3,12,0,6,0,Member,D,83,Location 5
12/3/2021,1,0,3,13,0,6,0,Member,C,1,Location 1
12/3/2021,1,0,3,14,0,6,0,Non-Member,C,32,Location 4
12/3/2021,1,0,3,15,0,6,0,Member,A,193,Location 2
12/3/2021,1,0,3,16,0,6,0,Non-Member,F,30,Location 2
12/3/2021,1,0,3,17,0,6,0,Non-Member,C,81,Location 3
12/3/2021,1,0,3,18,0,6,0,Member,D,188,Location 3
12/3/2021,1,0,3,19,0,6,0,Member,D,124,Location 3
12/3/2021,1,0,3,20,0,6,0,Member,D,67,Location 3
12/3/2021,1,0,3,21,0,6,0,Non-Member,E,275,Location 2
12/3/2021,1,0,3,22,0,6,0,Non-Member,F,294,Location 1
12/3/2021,1,0,3,23,0,6,0,Member,C,248,Location 5
13/3/2021,1,0,3,0,0,0,0,Non-Member,D,106,Location 3
13/3/2021,1,0,3,1,0,0,0,Non-Member,F,29,Location 3
13/3/2021,1,0,3,3,0,0,0,Member,C,18,Location 1
13/3/2021,1,0,3,4,0,0,0,Member,D,42,Location 2
13/3/2021,1,0,3,5,0,0,0,Member,D,98,Location 1
13/3/2021,1,0,3,6,0,0,0,Non-Member,D,129,Location 2
13/3/2021,1,0,3,7,0,0,0,Member,E,83,Location 2
13/3/2021,1,0,3,8,0,0,0,Member,D,38,Location 4
13/3/2021,1,0,3,9,0,0,0,Member,C,105,Location 1
13/3/2021,1,0,3,10,0,0,0,Non-Member,F,100,Location 5
13/3/2021,1,0,3,11,0,0,0,Member,A,16,Location 2
13/3/2021,1,0,3,12,0,0,0,Non-Member,C,46,Location 3
13/3/2021,1,0,3,13,0,0,0,Non-Member,D,101,Location 2
13/3/2021,1,0,3,14,0,0,0,Member,C,73,Location 3
13/3/2021,1,0,3,15,0,0,0,Non-Member,D,86,Location 2
13/3/2021,1,0,3,16,0,0,0,Member,D,72,Location 2
13/3/2021,1,0,3,17,0,0,0,Member,C,58,Location 5
13/3/2021,1,0,3,18,0,0,0,Member,D,123,Location 5
13/3/2021,1,0,3,19,0,0,0,Member,A,119,Location 5
13/3/2021,1,0,3,20,0,0,0,Non-Member,E,51,Location 3
13/3/2021,1,0,3,21,0,0,0,Member,F,128,Location 5
13/3/2021,1,0,3,22,0,0,0,Member,C,106,Location 2
13/3/2021,1,0,3,23,0,0,0,Member,D,87,Location 5
14/3/2021,1,0,3,0,0,1,1,Member,D,285,Location 1
14/3/2021,1,0,3,1,0,1,1,Member,F,18,Location 2
14/3/2021,1,0,3,2,0,1,1,Member,C,106,Location 2
14/3/2021,1,0,3,3,0,1,1,Non-Member,B,165,Location 5
14/3/2021,1,0,3,5,0,1,1,Member,C,35,Location 4
14/3/2021,1,0,3,6,0,1,1,Non-Member,D,217,Location 3
14/3/2021,1,0,3,7,0,1,1,Member,F,100,Location 5
14/3/2021,1,0,3,8,0,1,1,Member,B,150,Location 2
14/3/2021,1,0,3,9,0,1,1,Member,D,33,Location 1
14/3/2021,1,0,3,10,0,1,1,Member,F,72,Location 4
14/3/2021,1,0,3,11,0,1,1,Non-Member,D,267,Location 1
14/3/2021,1,0,3,12,0,1,1,Non-Member,C,25,Location 5
14/3/2021,1,0,3,13,0,1,1,Member,B,201,Location 5
14/3/2021,1,0,3,14,0,1,1,Member,C,170,Location 3
14/3/2021,1,0,3,15,0,1,1,Non-Member,D,84,Location 4
14/3/2021,1,0,3,16,0,1,1,Non-Member,D,234,Location 3
14/3/2021,1,0,3,17,0,1,1,Member,D,241,Location 1
14/3/2021,1,0,3,18,0,1,1,Member,D,67,Location 4
14/3/2021,1,0,3,19,0,1,1,Member,E,73,Location 1
14/3/2021,1,0,3,20,0,1,1,Member,D,300,Location 1
14/3/2021,1,0,3,21,0,1,1,Member,C,11,Location 2
14/3/2021,1,0,3,22,0,1,1,Non-Member,B,72,Location 5
14/3/2021,1,0,3,23,0,1,1,Member,B,10,Location 4
15/3/2021,1,0,3,0,0,2,1,Member,D,253,Location 1
15/3/2021,1,0,3,1,0,2,1,Member,B,90,Location 5
15/3/2021,1,0,3,2,0,2,1,Member,C,160,Location 2
15/3/2021,1,0,3,4,0,2,1,Member,E,254,Location 3
15/3/2021,1,0,3,5,0,2,1,Non-Member,D,128,Location 2
15/3/2021,1,0,3,6,0,2,1,Member,D,289,Location 1
15/3/2021,1,0,3,7,0,2,1,Member,A,47,Location 3
15/3/2021,1,0,3,8,0,2,1,Non-Member,A,43,Location 4
